Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D15,1N4148,D_DO-35_SOD27_P7.62mm_Horizontal,129.186,-69.088,-90.0,top
D15,1N4148,D_DO-35_SOD27_P7.62mm_Horizontal,133.25,-69.088,-90.0,top
D15,1N4148,D_DO-35_SOD27_P7.62mm_Horizontal,114.2,-69.342,-90.0,top
D15,1N4148,D_DO-35_SOD27_P7.62mm_Horizontal,118.518,-69.342,-90.0,top
